郵遞區號,行政區,用電種類,用戶數,契約容量,售電度數(當月),售電度數(當年累計),當月：105年12月，當年累計：105年01~12月
201,信義區,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
201,信義區,5低壓綜合需量非營業用,123 ,"4,614 ","573,904 ","7,946,129 ",
201,信義區,6低壓綜合非營業用電小計,**,"4,614 ","573,904 ","7,946,129 ",
201,信義區,7低壓綜合裝置營業用,*,68 ,"14,480 ","197,960 ",
201,信義區,8低壓綜合需量營業用,48 ,"3,067 ","624,647 ","8,259,492 ",
201,信義區,9低壓綜合營業用電小計,**,"3,135 ","639,127 ","8,457,452 ",
201,信義區,10低壓綜合用電小計,**,"7,749 ","1,213,031 ","16,403,581 ",
201,信義區,11低壓裝置電力,*,103 ,"43,719 ","491,469 ",
201,信義區,12低壓需量電力,21 ,907 ,"125,717 ","1,722,269 ",
201,信義區,13低壓電力小計,**,"1,010 ","169,436 ","2,213,738 ",
201,信義區,14高壓電力,33 ,"12,730 ","3,187,242 ","42,667,680 ",
201,信義區,15特高壓電力,*,0 ,"5,600 ","184,800 ",
201,信義區,16高＆特高壓電力小計,**,"12,730 ","3,192,842 ","42,852,480 ",
201,信義區,17電力小計,**,"13,740 ","3,362,278 ","45,066,218 ",
201,信義區,18綜合＆電力小計,**,"21,489 ","4,575,309 ","61,469,799 ",
201,信義區,19電燈＆綜合＆電力小計,**,"23,539 ","5,824,494 ","176,603,819 ",
201,信義區,20臨時電燈,8 ,0 ,28 ,"11,112 ",
201,信義區,21臨時電力,*,356 ,"131,598 ","1,221,702 ",
201,信義區,22臨時用電小計,**,356 ,"131,626 ","1,232,814 ",
201,信義區,23總計（含臨時用電）,**,"23,539 ","5,956,120 ","177,836,633 ",
201,信義區,24表燈合計,**,"2,050 ","1,249,213 ","115,145,132 ",
201,信義區,25綜合＆電力合計,**,"21,489 ","4,706,907 ","62,691,501 ",
202,中正區,1表燈非營業用,"31,058 ",232 ,"94,411 ","105,670,672 ",
202,中正區,2表燈營業用,"2,088 ","3,190 ","942,454 ","30,051,842 ",
202,中正區,3表燈小計,**,"3,422 ","1,036,865 ","135,722,514 ",
202,中正區,4低壓綜合裝置非營業用,*,43 ,"5,040 ","79,160 ",
202,中正區,5低壓綜合需量非營業用,208 ,"8,815 ","1,225,543 ","15,417,269 ",
202,中正區,6低壓綜合非營業用電小計,**,"8,858 ","1,230,583 ","15,496,429 ",
202,中正區,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
202,中正區,8低壓綜合需量營業用,120 ,"4,038 ","940,533 ","12,397,027 ",
202,中正區,9低壓綜合營業用電小計,**,"4,038 ","940,533 ","12,397,027 ",
202,中正區,10低壓綜合用電小計,**,"12,896 ","2,171,116 ","27,893,456 ",
202,中正區,11低壓裝置電力,40 ,436 ,"49,338 ","652,136 ",
202,中正區,12低壓需量電力,36 ,"1,359 ","328,554 ","3,833,968 ",
202,中正區,13低壓電力小計,**,"1,795 ","377,892 ","4,486,104 ",
202,中正區,14高壓電力,40 ,"21,864 ","5,795,786 ","77,483,210 ",
202,中正區,15特高壓電力,*,"7,000 ","1,822,800 ","21,498,136 ",
202,中正區,16高＆特高壓電力小計,**,"28,864 ","7,618,586 ","98,981,346 ",
202,中正區,17電力小計,**,"30,659 ","7,996,478 ","103,467,450 ",
202,中正區,18綜合＆電力小計,**,"43,555 ","10,167,594 ","131,360,906 ",
202,中正區,19電燈＆綜合＆電力小計,**,"46,977 ","11,204,459 ","267,083,420 ",
202,中正區,20臨時電燈,8 ,0 ,"3,983 ","192,021 ",
202,中正區,21臨時電力,7 ,488 ,"42,240 ","507,360 ",
202,中正區,22臨時用電小計,**,488 ,"46,223 ","699,381 ",
202,中正區,23總計（含臨時用電）,**,"46,977 ","11,250,682 ","267,782,801 ",
202,中正區,24表燈合計,**,"3,422 ","1,040,848 ","135,914,535 ",
202,中正區,25綜合＆電力合計,**,"43,555 ","10,209,834 ","131,868,266 ",
203,中山區,1表燈非營業用,"21,890 ",77 ,"10,999,360 ","79,560,217 ",
203,中山區,2表燈營業用,"1,078 ","1,296 ","1,805,715 ","14,161,251 ",
203,中山區,3表燈小計,**,"1,373 ","12,805,075 ","93,721,468 ",
203,中山區,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
203,中山區,5低壓綜合需量非營業用,71 ,"2,254 ","291,242 ","3,239,785 ",
203,中山區,6低壓綜合非營業用電小計,**,"2,254 ","291,242 ","3,239,785 ",
203,中山區,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
203,中山區,8低壓綜合需量營業用,37 ,"1,256 ","305,182 ","3,969,421 ",
203,中山區,9低壓綜合營業用電小計,**,"1,256 ","305,182 ","3,969,421 ",
203,中山區,10低壓綜合用電小計,**,"3,510 ","596,424 ","7,209,206 ",
203,中山區,11低壓裝置電力,16 ,216 ,"57,578 ","730,121 ",
203,中山區,12低壓需量電力,13 ,395 ,"86,218 ","1,062,301 ",
203,中山區,13低壓電力小計,**,611 ,"143,796 ","1,792,422 ",
203,中山區,14高壓電力,30 ,"15,618 ","2,866,864 ","37,351,277 ",
203,中山區,15特高壓電力,*,0 ,0 ,0 ,
203,中山區,16高＆特高壓電力小計,**,"15,618 ","2,866,864 ","37,351,277 ",
203,中山區,17電力小計,**,"16,229 ","3,010,660 ","39,143,699 ",
203,中山區,18綜合＆電力小計,**,"19,739 ","3,607,084 ","46,352,905 ",
203,中山區,19電燈＆綜合＆電力小計,**,"21,112 ","16,412,159 ","140,074,373 ",
203,中山區,20臨時電燈,6 ,0 ,"22,632 ","197,055 ",
203,中山區,21臨時電力,*,75 ,"4,880 ","75,960 ",
203,中山區,22臨時用電小計,**,75 ,"27,512 ","273,015 ",
203,中山區,23總計（含臨時用電）,**,"21,112 ","16,439,671 ","140,347,388 ",
203,中山區,24表燈合計,**,"1,373 ","12,827,707 ","93,918,523 ",
203,中山區,25綜合＆電力合計,**,"19,739 ","3,611,964 ","46,428,865 ",
204,安樂區,1表燈非營業用,"40,134 ",131 ,"20,943,548 ","145,663,084 ",
204,安樂區,2表燈營業用,"1,335 ","2,638 ","2,992,826 ","23,602,718 ",
204,安樂區,3表燈小計,**,"2,769 ","23,936,374 ","169,265,802 ",
204,安樂區,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
204,安樂區,5低壓綜合需量非營業用,273 ,"9,246 ","1,103,837 ","12,961,642 ",
204,安樂區,6低壓綜合非營業用電小計,**,"9,246 ","1,103,837 ","12,961,642 ",
204,安樂區,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
204,安樂區,8低壓綜合需量營業用,82 ,"3,983 ","1,059,675 ","13,421,234 ",
204,安樂區,9低壓綜合營業用電小計,**,"3,983 ","1,059,675 ","13,421,234 ",
204,安樂區,10低壓綜合用電小計,**,"13,229 ","2,163,512 ","26,382,876 ",
204,安樂區,11低壓裝置電力,8 ,60 ,"16,755 ","206,024 ",
204,安樂區,12低壓需量電力,58 ,"3,241 ","541,921 ","6,629,888 ",
204,安樂區,13低壓電力小計,**,"3,301 ","558,676 ","6,835,912 ",
204,安樂區,14高壓電力,52 ,"25,477 ","8,354,715 ","107,227,025 ",
204,安樂區,15特高壓電力,*,0 ,0 ,0 ,
204,安樂區,16高＆特高壓電力小計,**,"25,477 ","8,354,715 ","107,227,025 ",
204,安樂區,17電力小計,**,"28,778 ","8,913,391 ","114,062,937 ",
204,安樂區,18綜合＆電力小計,**,"42,007 ","11,076,903 ","140,445,813 ",
204,安樂區,19電燈＆綜合＆電力小計,**,"44,776 ","35,013,277 ","309,711,615 ",
204,安樂區,20臨時電燈,19 ,0 ,"22,696 ","107,593 ",
204,安樂區,21臨時電力,*,144 ,"7,415 ","810,728 ",
204,安樂區,22臨時用電小計,**,144 ,"30,111 ","918,321 ",
204,安樂區,23總計（含臨時用電）,**,"44,776 ","35,043,388 ","310,629,936 ",
204,安樂區,24表燈合計,**,"2,769 ","23,959,070 ","169,373,395 ",
204,安樂區,25綜合＆電力合計,**,"42,007 ","11,084,318 ","141,256,541 ",
205,暖暖區,1表燈非營業用,"18,771 ",82 ,"4,938,127 ","66,472,800 ",
205,暖暖區,2表燈營業用,739 ,"1,457 ","985,021 ","12,109,567 ",
205,暖暖區,3表燈小計,**,"1,539 ","5,923,148 ","78,582,367 ",
205,暖暖區,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
205,暖暖區,5低壓綜合需量非營業用,139 ,"3,412 ","524,410 ","6,298,563 ",
205,暖暖區,6低壓綜合非營業用電小計,**,"3,412 ","524,410 ","6,298,563 ",
205,暖暖區,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
205,暖暖區,8低壓綜合需量營業用,28 ,848 ,"290,158 ","3,461,187 ",
205,暖暖區,9低壓綜合營業用電小計,**,848 ,"290,158 ","3,461,187 ",
205,暖暖區,10低壓綜合用電小計,**,"4,260 ","814,568 ","9,759,750 ",
205,暖暖區,11低壓裝置電力,*,54 ,"9,892 ","106,726 ",
205,暖暖區,12低壓需量電力,12 ,770 ,"244,204 ","2,622,250 ",
205,暖暖區,13低壓電力小計,**,824 ,"254,096 ","2,728,976 ",
205,暖暖區,14高壓電力,12 ,"3,820 ","959,920 ","12,549,540 ",
205,暖暖區,15特高壓電力,*,0 ,0 ,0 ,
205,暖暖區,16高＆特高壓電力小計,**,"3,820 ","959,920 ","12,549,540 ",
205,暖暖區,17電力小計,**,"4,644 ","1,214,016 ","15,278,516 ",
205,暖暖區,18綜合＆電力小計,**,"8,904 ","2,028,584 ","25,038,266 ",
205,暖暖區,19電燈＆綜合＆電力小計,**,"10,443 ","7,951,732 ","103,620,633 ",
205,暖暖區,20臨時電燈,6 ,0 ,0 ,"109,006 ",
205,暖暖區,21臨時電力,*,104 ,"8,200 ","100,844 ",
205,暖暖區,22臨時用電小計,**,104 ,"8,200 ","209,850 ",
205,暖暖區,23總計（含臨時用電）,**,"10,443 ","7,959,932 ","103,830,483 ",
205,暖暖區,24表燈合計,**,"1,539 ","5,923,148 ","78,691,373 ",
205,暖暖區,25綜合＆電力合計,**,"8,904 ","2,036,784 ","25,139,110 ",
206,七堵區,1表燈非營業用,"25,226 ",135 ,"7,922,139 ","96,783,445 ",
206,七堵區,2表燈營業用,"1,742 ","2,269 ","2,608,717 ","28,353,609 ",
206,七堵區,3表燈小計,**,"2,404 ","10,530,856 ","125,137,054 ",
206,七堵區,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
206,七堵區,5低壓綜合需量非營業用,131 ,"4,861 ","720,707 ","9,521,689 ",
206,七堵區,6低壓綜合非營業用電小計,**,"4,861 ","720,707 ","9,521,689 ",
206,七堵區,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
206,七堵區,8低壓綜合需量營業用,64 ,"2,746 ","635,264 ","8,150,965 ",
206,七堵區,9低壓綜合營業用電小計,**,"2,746 ","635,264 ","8,150,965 ",
206,七堵區,10低壓綜合用電小計,**,"7,607 ","1,355,971 ","17,672,654 ",
206,七堵區,11低壓裝置電力,6 ,46 ,"4,804 ","60,883 ",
206,七堵區,12低壓需量電力,75 ,"5,424 ","1,344,496 ","17,390,176 ",
206,七堵區,13低壓電力小計,**,"5,470 ","1,349,300 ","17,451,059 ",
206,七堵區,14高壓電力,53 ,"26,718 ","8,450,036 ","100,552,162 ",
206,七堵區,15特高壓電力,*,"1,130 ","277,200 ","4,666,200 ",
206,七堵區,16高＆特高壓電力小計,**,"27,848 ","8,727,236 ","105,218,362 ",
206,七堵區,17電力小計,**,"33,318 ","10,076,536 ","122,669,421 ",
206,七堵區,18綜合＆電力小計,**,"40,925 ","11,432,507 ","140,342,075 ",
206,七堵區,19電燈＆綜合＆電力小計,**,"43,329 ","21,963,363 ","265,479,129 ",
206,七堵區,20臨時電燈,16 ,0 ,"23,548 ","172,943 ",
206,七堵區,21臨時電力,*,155 ,"8,662 ","93,938 ",
206,七堵區,22臨時用電小計,**,155 ,"32,210 ","266,881 ",
206,七堵區,23總計（含臨時用電）,**,"43,329 ","21,995,573 ","265,746,010 ",
206,七堵區,24表燈合計,**,"2,404 ","10,554,404 ","125,309,997 ",
206,七堵區,25綜合＆電力合計,**,"40,925 ","11,441,169 ","140,436,013 ",
207,萬里,1表燈非營業用,"10,238 ",278 ,"1,900,163 ","31,195,538 ",
207,萬里,2表燈營業用,602 ,"1,679 ","844,789 ","11,927,703 ",
207,萬里,3表燈小計,**,"1,957 ","2,744,952 ","43,123,241 ",
207,萬里,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
207,萬里,5低壓綜合需量非營業用,32 ,"1,581 ","286,446 ","3,997,690 ",
207,萬里,6低壓綜合非營業用電小計,**,"1,581 ","286,446 ","3,997,690 ",
207,萬里,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
207,萬里,8低壓綜合需量營業用,21 ,974 ,"156,021 ","2,304,901 ",
207,萬里,9低壓綜合營業用電小計,**,974 ,"156,021 ","2,304,901 ",
207,萬里,10低壓綜合用電小計,**,"2,555 ","442,467 ","6,302,591 ",
207,萬里,11低壓裝置電力,10 ,139 ,"26,293 ","333,001 ",
207,萬里,12低壓需量電力,19 ,480 ,"54,960 ","630,856 ",
207,萬里,13低壓電力小計,**,619 ,"81,253 ","963,857 ",
207,萬里,14高壓電力,21 ,"11,898 ","2,625,782 ","32,919,544 ",
207,萬里,15特高壓電力,*,0 ,0 ,0 ,
207,萬里,16高＆特高壓電力小計,**,"11,898 ","2,625,782 ","32,919,544 ",
207,萬里,17電力小計,**,"12,517 ","2,707,035 ","33,883,401 ",
207,萬里,18綜合＆電力小計,**,"15,072 ","3,149,502 ","40,185,992 ",
207,萬里,19電燈＆綜合＆電力小計,**,"17,029 ","5,894,454 ","83,309,233 ",
207,萬里,20臨時電燈,8 ,0 ,"10,912 ","114,899 ",
207,萬里,21臨時電力,*,0 ,0 ,0 ,
207,萬里,22臨時用電小計,**,0 ,"10,912 ","114,899 ",
207,萬里,23總計（含臨時用電）,**,"17,029 ","5,905,366 ","83,424,132 ",
207,萬里,24表燈合計,**,"1,957 ","2,755,864 ","43,238,140 ",
207,萬里,25綜合＆電力合計,**,"15,072 ","3,149,502 ","40,185,992 ",
208,金山,1表燈非營業用,"10,201 ",164 ,"3,057,588 ","35,084,296 ",
208,金山,2表燈營業用,754 ,"1,150 ","829,953 ","12,994,685 ",
208,金山,3表燈小計,**,"1,314 ","3,887,541 ","48,078,981 ",
208,金山,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
208,金山,5低壓綜合需量非營業用,19 ,950 ,"103,582 ","1,346,782 ",
208,金山,6低壓綜合非營業用電小計,**,950 ,"103,582 ","1,346,782 ",
208,金山,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
208,金山,8低壓綜合需量營業用,25 ,"1,682 ","413,154 ","5,325,269 ",
208,金山,9低壓綜合營業用電小計,**,"1,682 ","413,154 ","5,325,269 ",
208,金山,10低壓綜合用電小計,**,"2,632 ","516,736 ","6,672,051 ",
208,金山,11低壓裝置電力,29 ,428 ,"23,057 ","350,650 ",
208,金山,12低壓需量電力,20 ,768 ,"98,071 ","1,111,686 ",
208,金山,13低壓電力小計,**,"1,196 ","121,128 ","1,462,336 ",
208,金山,14高壓電力,14 ,"9,040 ","2,188,460 ","27,763,680 ",
208,金山,15特高壓電力,*,0 ,0 ,0 ,
208,金山,16高＆特高壓電力小計,**,"9,040 ","2,188,460 ","27,763,680 ",
208,金山,17電力小計,**,"10,236 ","2,309,588 ","29,226,016 ",
208,金山,18綜合＆電力小計,**,"12,868 ","2,826,324 ","35,898,067 ",
208,金山,19電燈＆綜合＆電力小計,**,"14,182 ","6,713,865 ","83,977,048 ",
208,金山,20臨時電燈,12 ,0 ,"7,765 ","77,477 ",
208,金山,21臨時電力,*,137 ,"7,033 ","294,050 ",
208,金山,22臨時用電小計,**,137 ,"14,798 ","371,527 ",
208,金山,23總計（含臨時用電）,**,"14,182 ","6,728,663 ","84,348,575 ",
208,金山,24表燈合計,**,"1,314 ","3,895,306 ","48,156,458 ",
208,金山,25綜合＆電力合計,**,"12,868 ","2,833,357 ","36,192,117 ",
209,南竿,1表燈非營業用,"2,335 ",286 ,"960,145 ","15,014,133 ",
209,南竿,2表燈營業用,445 ,353 ,"484,690 ","5,685,589 ",
209,南竿,3表燈小計,**,639 ,"1,444,835 ","20,699,722 ",
209,南竿,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
209,南竿,5低壓綜合需量非營業用,57 ,"2,230 ","331,691 ","4,097,862 ",
209,南竿,6低壓綜合非營業用電小計,**,"2,230 ","331,691 ","4,097,862 ",
209,南竿,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
209,南竿,8低壓綜合需量營業用,13 ,460 ,"102,404 ","1,360,870 ",
209,南竿,9低壓綜合營業用電小計,**,460 ,"102,404 ","1,360,870 ",
209,南竿,10低壓綜合用電小計,**,"2,690 ","434,095 ","5,458,732 ",
209,南竿,11低壓裝置電力,12 ,126 ,"5,403 ","65,202 ",
209,南竿,12低壓需量電力,41 ,634 ,"56,828 ","831,387 ",
209,南竿,13低壓電力小計,**,760 ,"62,231 ","896,589 ",
209,南竿,14高壓電力,19 ,"3,941 ","720,780 ","10,172,190 ",
209,南竿,15特高壓電力,*,0 ,0 ,0 ,
209,南竿,16高＆特高壓電力小計,**,"3,941 ","720,780 ","10,172,190 ",
209,南竿,17電力小計,**,"4,701 ","783,011 ","11,068,779 ",
209,南竿,18綜合＆電力小計,**,"7,391 ","1,217,106 ","16,527,511 ",
209,南竿,19電燈＆綜合＆電力小計,**,"8,030 ","2,661,941 ","37,227,233 ",
209,南竿,20臨時電燈,10 ,0 ,"2,659 ","90,534 ",
209,南竿,21臨時電力,*,22 ,241 ,"5,861 ",
209,南竿,22臨時用電小計,**,22 ,"2,900 ","96,395 ",
209,南竿,23總計（含臨時用電）,**,"8,030 ","2,664,841 ","37,323,628 ",
209,南竿,24表燈合計,**,639 ,"1,447,494 ","20,790,256 ",
209,南竿,25綜合＆電力合計,**,"7,391 ","1,217,347 ","16,533,372 ",
210,北竿,1表燈非營業用,658 ,10 ,"620,640 ","4,132,949 ",
210,北竿,2表燈營業用,185 ,78 ,"301,889 ","2,167,889 ",
210,北竿,3表燈小計,**,88 ,"922,529 ","6,300,838 ",
210,北竿,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
210,北竿,5低壓綜合需量非營業用,8 ,233 ,"38,854 ","516,024 ",
210,北竿,6低壓綜合非營業用電小計,**,233 ,"38,854 ","516,024 ",
210,北竿,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
210,北竿,8低壓綜合需量營業用,*,158 ,"41,480 ","597,240 ",
210,北竿,9低壓綜合營業用電小計,**,158 ,"41,480 ","597,240 ",
210,北竿,10低壓綜合用電小計,**,391 ,"80,334 ","1,113,264 ",
210,北竿,11低壓裝置電力,*,92 ,"6,003 ","83,442 ",
210,北竿,12低壓需量電力,18 ,151 ,"5,488 ","96,666 ",
210,北竿,13低壓電力小計,**,243 ,"11,491 ","180,108 ",
210,北竿,14高壓電力,*,690 ,"76,370 ","915,800 ",
210,北竿,15特高壓電力,*,0 ,0 ,0 ,
210,北竿,16高＆特高壓電力小計,**,690 ,"76,370 ","915,800 ",
210,北竿,17電力小計,**,933 ,"87,861 ","1,095,908 ",
210,北竿,18綜合＆電力小計,**,"1,324 ","168,195 ","2,209,172 ",
210,北竿,19電燈＆綜合＆電力小計,**,"1,412 ","1,090,724 ","8,510,010 ",
210,北竿,20臨時電燈,*,0 ,0 ,0 ,
210,北竿,21臨時電力,*,0 ,0 ,0 ,
210,北竿,22臨時用電小計,**,0 ,0 ,0 ,
210,北竿,23總計（含臨時用電）,**,"1,412 ","1,090,724 ","8,510,010 ",
210,北竿,24表燈合計,**,88 ,"922,529 ","6,300,838 ",
210,北竿,25綜合＆電力合計,**,"1,324 ","168,195 ","2,209,172 ",
211,莒光,1表燈非營業用,482 ,26 ,"191,510 ","3,263,453 ",
211,莒光,2表燈營業用,69 ,21 ,"66,952 ","768,297 ",
211,莒光,3表燈小計,**,47 ,"258,462 ","4,031,750 ",
211,莒光,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
211,莒光,5低壓綜合需量非營業用,*,63 ,"13,894 ","161,576 ",
211,莒光,6低壓綜合非營業用電小計,**,63 ,"13,894 ","161,576 ",
211,莒光,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
211,莒光,8低壓綜合需量營業用,*,101 ,"31,200 ","374,160 ",
211,莒光,9低壓綜合營業用電小計,**,101 ,"31,200 ","374,160 ",
211,莒光,10低壓綜合用電小計,**,164 ,"45,094 ","535,736 ",
211,莒光,11低壓裝置電力,*,15 ,436 ,"6,037 ",
211,莒光,12低壓需量電力,17 ,227 ,"19,280 ","231,337 ",
211,莒光,13低壓電力小計,**,242 ,"19,716 ","237,374 ",
211,莒光,14高壓電力,*,100 ,"27,360 ","339,929 ",
211,莒光,15特高壓電力,*,0 ,0 ,0 ,
211,莒光,16高＆特高壓電力小計,**,100 ,"27,360 ","339,929 ",
211,莒光,17電力小計,**,342 ,"47,076 ","577,303 ",
211,莒光,18綜合＆電力小計,**,506 ,"92,170 ","1,113,039 ",
211,莒光,19電燈＆綜合＆電力小計,**,553 ,"350,632 ","5,144,789 ",
211,莒光,20臨時電燈,*,0 ,0 ,"2,349 ",
211,莒光,21臨時電力,*,0 ,0 ,0 ,
211,莒光,22臨時用電小計,**,0 ,0 ,"2,349 ",
211,莒光,23總計（含臨時用電）,**,553 ,"350,632 ","5,147,138 ",
211,莒光,24表燈合計,**,47 ,"258,462 ","4,034,099 ",
211,莒光,25綜合＆電力合計,**,506 ,"92,170 ","1,113,039 ",
212,東引,1表燈非營業用,401 ,0 ,0 ,"3,744,922 ",
212,東引,2表燈營業用,125 ,66 ,"25,381 ","2,191,521 ",
